index,Median household income_value,Social associations_value,Access to exercise opportunities_value,Limited access to healthy foods_value,Long commute – driving alone_value,Rural_value,not proficient in English_value
"Kleberg,TX",44106.0,9.4170825878,0.4814572222,0.1663788619,0.191,0.1887027853,0.04576952980000001
"Knox,TX",37586.0,28.497409326,0.3933853186,0.2105708086,0.122,1.0,0.0604255319
"Lamar,TX",41887.0,16.383495145999998,0.6657160645,0.1233223623,0.204,0.47082923299999996,0.014060511999999999
"Lamb,TX",37846.0,16.436309300999998,0.6991486013,0.015645018899999998,0.198,0.5768762968,0.0573045349
"Lampasas,TX",52637.0,14.085875267,0.5357524013,0.086092852,0.452,0.6826752046,0.0109289617
"La Salle,TX",39926.0,7.8626654436,0.0037757769,0.389941009,0.321,0.4635492303,0.1238095238
"Lavaca,TX",48975.0,15.628150837,0.646939729,0.0378502022,0.313,0.8131651352,0.023319987
"Lee,TX",51768.0,12.427506214000001,0.5474355887,0.0207913464,0.297,0.6972068384000001,0.0368179244
"Leon,TX",44891.0,18.143509306,0.2795071722,0.0460653508,0.39799999999999996,1.0,0.0386583286
"Liberty,TX",48592.0,9.415723002,0.5951509062,0.07663886240000001,0.5870000000000001,0.6322726492,0.0387723897
"Limestone,TX",39382.0,10.720411664,0.6098186794,0.084744464,0.239,0.5361785836,0.0621983426
"Lipscomb,TX",54180.0,33.622863547,0.16353725019999998,0.2818438863,0.192,1.0,0.0446979038
"Live Oak,TX",51953.0,11.448196909000002,0.3378718238,0.036743878199999996,0.522,1.0,0.0594451783
"Llano,TX",48135.0,15.659729237999999,0.7125019429,0.1382049846,0.273,0.45179006270000005,0.022532075099999996
"Loving,TX",64179.0,0.0,0.0,0.5058823514999999,0.23399999999999999,1.0,0.0394736842
"Lubbock,TX",48587.0,9.116622642000001,0.8986590444,0.0815447312,0.107,0.1133554017,0.020321826
"Lynn,TX",39869.0,26.205450734,0.60693153,0.1507566897,0.325,0.5672020287,0.04158861
"McCulloch,TX",40125.0,19.182352236,0.564650489,0.1707639753,0.151,0.3532536521,0.0218437134
"McLennan,TX",46662.0,12.130043839,0.6592551914,0.2017362248,0.161,0.2335189395,0.0398556008
"McMullen,TX",67249.0,12.195121950999999,0.23479490809999998,0.37470673,0.153,1.0,0.0783333333
"Madison,TX",42429.0,9.2428012798,0.0,0.1498904659,0.313,0.6740339578,0.0458208955
"Marion,TX",34919.0,8.8582677165,0.2854162716,0.0320578057,0.5379999999999999,1.0,0.0031883164
"Martin,TX",58760.0,15.954617976,0.40987705770000005,0.0687629996,0.33899999999999997,1.0,0.0461354104
"Mason,TX",44818.0,22.321428571,0.6986540379,0.028442555499999998,0.223,1.0,0.032351394
"Matagorda,TX",46324.0,15.773728582999999,0.6666394202,0.17376645289999998,0.295,0.36417633920000003,0.0662936489
"Maverick,TX",35654.0,3.812428517,0.1569353828,0.2236028093,0.17600000000000002,0.09255777949999999,0.2702284465
"Medina,TX",51304.0,6.6092488176,0.5145198452,0.0807596107,0.516,0.6155501456,0.022136947400000002
"Menard,TX",34839.0,27.726432531999997,0.8015165031,0.0687995638,0.331,1.0,0.0432276657
"Midland,TX",68729.0,10.491876556,0.7442793267,0.0726830217,0.17600000000000002,0.1229177626,0.0550215399
"Milam,TX",42302.0,16.725818953,0.5109665953,0.0909334474,0.42100000000000004,0.5618208991,0.0232089683
"Mills,TX",43540.0,18.367346939,0.5295786062,0.09530773779999999,0.21100000000000002,1.0,0.0358744395
"Mitchell,TX",41262.0,11.029006287,0.0249920238,0.0426382012,0.307,0.36743592469999997,0.047351148600000004
"Montague,TX",46237.0,17.651334233,0.416400426,0.0694472325,0.305,0.5894315128000001,0.0218950134
"Montgomery,TX",72506.0,6.0458479905999996,0.8273687536,0.058550561900000006,0.499,0.2272559715,0.0449074582
"Moore,TX",52344.0,12.581442373,0.7702246165000001,0.1409741655,0.168,0.168142805,0.1610466551
"Morris,TX",38255.0,19.974432726,0.36647595479999995,0.0068814982,0.322,0.7842121540000001,0.020246330400000002
"Motley,TX",37464.0,60.975609756000004,0.267768595,0.095440013,0.24,1.0,0.0
"Nacogdoches,TX",38099.0,9.4420077973,0.6696113074,0.13424214869999998,0.207,0.4646023185,0.044995002400000005
"Navarro,TX",44111.0,9.726217329199999,0.5753011417,0.1050474514,0.289,0.5265737928,0.0648239185
"Newton,TX",41388.0,7.865007865,0.34461751469999996,0.12124154109999999,0.45299999999999996,1.0,0.0032818677
"Nolan,TX",40969.0,16.548619845,0.7611067298,0.0772333006,0.153,0.32656414300000003,0.022163626000000002
"Nueces,TX",53562.0,7.5893415621,0.9463557725,0.10494743029999999,0.177,0.0644724196,0.033421717000000004
"Ochiltree,TX",61194.0,17.679352377,0.8808568913,0.0227220168,0.122,0.1390981121,0.10524126460000001
"Oldham,TX",54212.0,24.166263896,0.23635477579999997,0.3453073143,0.262,1.0,0.0123520329
"Orange,TX",53611.0,11.274626157,0.5659176167000001,0.0870774291,0.336,0.3517113286,0.0072984289
"Palo Pinto,TX",43589.0,13.264025811,0.4950375298,0.1344859543,0.326,0.5021521824,0.0381802168
"Panola,TX",47780.0,11.360767483,0.284795764,0.0686822916,0.33399999999999996,0.7271810388,0.0191849755
"Parker,TX",67735.0,9.5999746116,0.6353622346,0.0525515961,0.511,0.5608456558,0.0168916592
"Parmer,TX",48344.0,16.411939686,0.6195345214,0.1993399714,0.165,0.6001558087,0.1482209125
"Pecos,TX",45414.0,9.2575448991,0.6199135874,0.0593610538,0.17600000000000002,0.3977558522,0.091094355
"Polk,TX",43014.0,10.005960997999999,0.4166868518,0.1176849993,0.34299999999999997,0.7763856165,0.0287769784
"Potter,TX",41563.0,11.329863220999998,0.829772121,0.1037735964,0.11699999999999999,0.0899622542,0.086205663
"Presidio,TX",32742.0,11.634671320999999,0.802634945,0.4279935855,0.141,0.40470708619999995,0.2988839627
"Randall,TX",65795.0,8.2905372729,0.7808656036,0.0362430014,0.142,0.14375647130000002,0.012712463700000001
"Reagan,TX",67308.0,18.459915612,0.9287199287000001,0.022033036699999998,0.196,0.1330561331,0.1186891054
"Real,TX",36744.0,30.238887209,0.34209731039999997,0.45177249049999996,0.196,1.0,0.0327921044
"Red River,TX",36352.0,13.649136893,0.20497667190000002,0.1841817579,0.496,0.7573094868000001,0.0016747613
"Reeves,TX",40092.0,7.4667390714,0.7205978379000001,0.0941568566,0.151,0.1449611841,0.17044866579999998
"Refugio,TX",45366.0,15.091233365,0.39049167009999997,0.070204709,0.304,0.606799404,0.0274372446
"Roberts,TX",75816.0,21.834061135,0.7567276642,0.1165402045,0.312,1.0,0.0
"Robertson,TX",42680.0,14.406627047999999,0.49981951630000004,0.10663588019999999,0.406,0.7385392853,0.0301559568
"Rockwall,TX",97484.0,7.4839590143,0.8832224875,0.0374961161,0.591,0.1603584513,0.026408002400000002
"Runnels,TX",40112.0,18.955549237,0.47976383200000006,0.11466213550000001,0.233,0.4075802305,0.010106165799999999
"Rusk,TX",46421.0,12.247974373,0.412975811,0.0832266532,0.32299999999999995,0.6587286705,0.0300417135
"Sabine,TX",38451.0,15.432098765,0.8470555658,0.0589268013,0.27399999999999997,1.0,0.0018421860999999998
"San Augustine,TX",36426.0,10.621975687,0.7916525662999999,0.0198904429,0.35700000000000004,1.0,0.0031063618
"San Jacinto,TX",45794.0,3.6479042789999996,0.7450348696,0.0294901219,0.598,1.0,0.0150601237
"San Patricio,TX",51667.0,10.540849502999999,0.6059039565,0.0825556601,0.33799999999999997,0.196500216,0.0459786845
"San Saba,TX",39995.0,20.33553635,0.0714402218,0.1288415424,0.261,0.4935573316,0.0698595607
"Schleicher,TX",47258.0,21.800062286,0.1938746027,0.051203758499999995,0.278,1.0,0.07507609059999999
"Scurry,TX",50316.0,11.353959693,0.579516577,0.1079220984,0.11800000000000001,0.3170025412,0.0325592978
"Shackelford,TX",55403.0,23.880597015,0.8016577856999999,0.059051262,0.3,1.0,0.0096092249
"Shelby,TX",37410.0,12.203763483,0.43740176049999996,0.0574445413,0.368,0.7943256837,0.0401388134
"Sherman,TX",55761.0,26.041666666999998,0.7000659196,0.0581938658,0.258,1.0,0.0735497238
"Smith,TX",52520.0,14.084759752,0.6980554469,0.0653118616,0.28800000000000003,0.3160780873,0.044989685099999996
"Somervell,TX",56944.0,10.298661174,0.7441696112999999,0.0,0.349,1.0,0.044596076500000005
"Starr,TX",26691.0,2.6647856415,0.2821644141,0.3275631315,0.222,0.23705878489999999,0.3075088761
"Stephens,TX",42831.0,12.711864407,0.6587746625,0.12544338060000002,0.142,0.3936656282,0.0371217069
"Sterling,TX",60577.0,14.792899408,0.5538057743,0.4725609785,0.174,1.0,0.0263396912
"Stonewall,TX",44225.0,21.276595745,0.5308724832,0.049488650499999995,0.19399999999999998,1.0,0.024242424199999998
"Sutton,TX",54760.0,20.444671607,0.8381782945999999,0.0354342551,0.166,0.18798449609999998,0.0601687993
"Swisher,TX",38790.0,17.25740077,0.584924879,0.0801191421,0.285,0.37573211100000004,0.0285230161
"Tarrant,TX",61553.0,6.940738401799999,0.9287874081,0.0803312154,0.41200000000000003,0.0128820133,0.0639884424
"Taylor,TX",48215.0,12.34831056,0.8385396864,0.12323721119999999,0.10400000000000001,0.1603348897,0.0221968493
"Terrell,TX",41114.0,0.0,0.0,0.3844252167,0.361,1.0,0.0574412533
"Terry,TX",38910.0,13.344846534,0.7626274603000001,0.1820640707,0.312,0.24669986559999998,0.0675260372
"Throckmorton,TX",42876.0,25.332488917,0.5734308349,0.3221606421,0.34,1.0,0.0117728532
"Titus,TX",45324.0,10.728627042000001,0.49625780909999995,0.0645604181,0.184,0.5055668955,0.11144046630000001
"Tom Green,TX",48221.0,11.684518014000002,0.7583103498,0.1660371896,0.11199999999999999,0.1564087676,0.0263675391
"Travis,TX",70068.0,9.340805978099999,0.9255242291,0.07191998570000001,0.34299999999999997,0.0546352217,0.0728460536
"Trinity,TX",38973.0,13.192612137000001,0.8229688036,0.0091267969,0.511,0.7723688720999999,0.0128354726
"Tyler,TX",43617.0,14.990396777,0.3154001654,0.18856710699999998,0.485,0.7813103004999999,0.0118830432
"Upshur,TX",49015.0,8.3737654853,0.2880510824,0.051110778499999995,0.426,0.7929990587000001,0.013837077
"Upton,TX",56335.0,10.955902492,0.6572280179,0.0906651247,0.27899999999999997,1.0,0.08439897699999999
"Uvalde,TX",36913.0,11.378234538,0.7959856087999999,0.2188016713,0.151,0.3138420754,0.0815123692
"Val Verde,TX",42104.0,7.9611333388,0.8523292211,0.1846318798,0.085,0.10157736449999999,0.1556117313
"Van Zandt,TX",49751.0,12.325620483,0.4476311836,0.0359664236,0.47600000000000003,0.7501854351999999,0.0171451356
"Victoria,TX",53659.0,11.149358099999999,0.7404398972,0.09499189460000002,0.19699999999999998,0.2662657127,0.030347539700000002
"Walker,TX",42709.0,6.9307911003,0.7794020129000001,0.1229001137,0.359,0.45582882659999996,0.0268301802
"Waller,TX",56407.0,6.5767839526,0.45244763340000005,0.1134109972,0.51,0.6164101377000001,0.059571269100000004
"Ward,TX",63809.0,11.944373347,0.8849690373000001,0.0357003633,0.249,0.2788515669,0.0490512334
"Washington,TX",53157.0,17.546382855999997,0.6619313127,0.0298063171,0.231,0.5349071712,0.0222496148
"Webb,TX",36718.0,3.4109320372000003,0.8788113654,0.1271274785,0.22399999999999998,0.025996388399999997,0.22028502309999998
"Wharton,TX",46097.0,16.873162031,0.7523013566,0.0681095221,0.28,0.4989583333,0.0506095979
"Wheeler,TX",47476.0,28.283542514,0.7720887245999999,0.0277373423,0.23800000000000002,1.0,0.0460450898
"Wichita,TX",45071.0,11.237234729,0.6833307984999999,0.1291846435,0.07200000000000001,0.1066692015,0.0223101048
"Wilbarger,TX",40955.0,16.120365395,0.278684891,0.1258978649,0.083,0.2189139269,0.0213320306
"Willacy,TX",31225.0,5.022143085400001,0.3180175296,0.087546477,0.345,0.3457576579,0.1232222872
"Williamson,TX",82370.0,6.1945197182000005,0.9043742414,0.07993775040000001,0.426,0.11989949820000001,0.0322707854
"Wilson,TX",66045.0,7.3653198653,0.4362738245,0.013089763300000001,0.578,0.8586141012999999,0.027163483500000002
"Winkler,TX",53312.0,13.741411617999999,0.9749648383,0.0028168993,0.285,0.1812939522,0.1042936092
"Wise,TX",57609.0,11.437103871,0.4544455156,0.0181714877,0.47200000000000003,0.7210749742,0.024228618799999997
"Wood,TX",47260.0,14.300212197,0.2905347441,0.0372953781,0.415,0.741993137,0.0112332231
"Yoakum,TX",57114.0,11.701380763,0.7516182256999999,0.068616971,0.12300000000000001,0.3732707196,0.16913985550000002
"Young,TX",52133.0,15.325670498,0.8526684636,0.1341007902,0.14300000000000002,0.33568733149999996,0.0244273915
"Zapata,TX",34136.0,4.8699039932999995,0.4532743615,0.2706712282,0.15,0.2353402768,0.2559463464
"Zavala,TX",25507.0,2.4519820188,0.5850817846999999,0.2018801305,0.106,0.38032028770000004,0.09940357849999999
"Beaver,UT",49843.0,4.7214353163,0.7765877206,0.039754011,0.136,0.5652436265,0.019744680900000002
"Box Elder,UT",57875.0,3.4550933835000004,0.8316758379000001,0.06528651190000001,0.297,0.3109954977,0.0092769905
"Cache,UT",57422.0,3.2289312238,0.8827581309,0.09760370460000001,0.126,0.1568757989,0.0192914116
"Carbon,UT",49743.0,9.2777967674,0.7533056114,0.10736899849999999,0.131,0.3371489978,0.006182781700000001
"Daggett,UT",54784.0,0.0,0.9933899906,0.20367278670000002,0.39299999999999996,1.0,0.0084151473
"Davis,UT",77095.0,2.3211315219,0.9589825078,0.0614056983,0.263,0.0091947572,0.0088168449
"Duchesne,UT",56408.0,2.8760425654,0.5725802117000001,0.0739560526,0.284,0.6821088837999999,0.0145798553
"Emery,UT",54569.0,3.8572806172000003,0.42638483969999996,0.0148218845,0.221,0.7364249271,0.0084162989
"Garfield,UT",47901.0,0.0,0.7735885537999999,0.2516343839,0.13699999999999998,1.0,0.0074373141
"Grand,UT",55916.0,9.4577553594,0.9279132791,0.0919969066,0.073,0.2538753388,0.0
"Iron,UT",45581.0,4.1349652663,0.7799969673,0.1379079763,0.114,0.2255485995,0.0170079675
"Juab,UT",57820.0,0.9439305267,0.6752879172,0.1511142777,0.337,0.4347062268,0.0068886338
"Kane,UT",48697.0,9.8162950498,0.625122807,0.1271435559,0.127,0.5491929825,0.002792475
"Millard,UT",55656.0,2.3724792408,0.6089738463000001,0.1463186906,0.114,0.7394225386,0.032488797
"Morgan,UT",85681.0,2.7112516945,0.936318513,0.0009409069999999999,0.452,0.6284718555,0.0061133561
"Piute,UT",39659.0,6.5919578114999995,0.1053984576,0.47171463630000005,0.431,1.0,0.0078651685
"Rich,UT",60008.0,4.3271311121,0.26678445230000003,0.36669003920000004,0.295,1.0,0.011560693600000001
"Salt Lake,UT",68404.0,4.4341532754,0.9260295923999999,0.028163659100000002,0.247,0.0090331227,0.0362820552
"San Juan,UT",42747.0,1.9021049962,0.5147158551,0.3422654886,0.293,0.7786518378,0.0483837185
"Sanpete,UT",47768.0,1.0424629926,0.66709798,0.0381219104,0.209,0.4092804256,0.016314131399999997
"Sevier,UT",50909.0,3.812428517,0.6719065474,0.0129485939,0.111,0.6471493126,0.0108740466
"Summit,UT",94540.0,7.569449701,0.9520977866,0.0516441871,0.387,0.39199977979999995,0.026572816099999997
"Tooele,UT",64675.0,3.4947261406,0.9444673469,0.0991840891,0.445,0.1770071112,0.0134241211
"Uintah,UT",64184.0,4.482176756,0.6639867436,0.0732009114,0.188,0.46848533200000003,0.0122778083
"Utah,UT",69568.0,1.8949765736000002,0.8352808170999999,0.0690671927,0.237,0.0332698368,0.0197622999
"Wasatch,UT",73077.0,3.4292376805,0.6769230769,0.0119278282,0.35600000000000004,0.2685082873,0.027151439500000003
"Washington,UT",54876.0,3.0847932545999996,0.8298229736,0.0927516825,0.14400000000000002,0.1521340912,0.015475978799999998
"Wayne,UT",43080.0,7.4294205051999995,0.4384449244,0.1408850868,0.13,1.0,0.0160595378
"Weber,UT",62768.0,3.5297256254000002,0.8872753378,0.0621481033,0.221,0.0580099984,0.0279825594
"Addison,VT",59731.0,10.530579182,0.7532929578,0.0077164992,0.374,0.7843078678000001,0.006731530699999999
"Bennington,VT",51989.0,16.796541565,1.0,0.0427489741,0.215,0.6451178451,0.0007764197999999999
"Caledonia,VT",48747.0,14.294996751,0.6873538925,0.0199204034,0.307,0.7439075159,0.0028642548
"Chittenden,VT",67833.0,12.454920623,0.9335845923,0.03031334,0.24,0.2598613817,0.0128871718
"Essex,VT",40813.0,8.1129320136,0.5409134158,0.1331583209,0.35100000000000003,1.0,0.0074437489
"Franklin,VT",59418.0,8.6067337445,0.6021865706,0.0100112525,0.435,0.7171490806,0.0018593459
"Grand Isle,VT",65601.0,10.202594374,0.6794835007,0.0023495236,0.629,1.0,0.0037622271999999996
"Lamoille,VT",56207.0,8.7180503269,0.6800408579999999,0.007310785,0.381,1.0,0.0055164863
"Orange,VT",54272.0,12.111145714000001,0.5505598561999999,0.0334016864,0.41,0.9723873376000001,0.0024344161
"Orleans,VT",43107.0,12.177121771,0.5694979985999999,0.0607205901,0.28600000000000003,0.8529616981,0.0032684825
"Rutland,VT",50569.0,12.387839829,0.8649622011,0.0454078778,0.237,0.6101359463,0.0021386841
"Washington,VT",55803.0,21.156077254,0.7750025195999999,0.0461828067,0.315,0.5280511976,0.0018745314000000002
"Windham,VT",47074.0,15.212280459,0.6645923663000001,0.045639860899999996,0.265,0.6824523173,0.0021883943
"Windsor,VT",58123.0,14.532536735,0.7930474678,0.0291254175,0.319,0.7558849479,0.0033912278000000004
"Accomack,VA",39040.0,12.737694477,0.5379025449,0.0209226924,0.23399999999999999,1.0,0.0353561327
"Albemarle,VA",73132.0,11.068749230999998,0.7839446297,0.0365556146,0.249,0.45022734159999994,0.019387155
"Alleghany,VA",47037.0,18.498437200999998,1.0,0.0472722203,0.32899999999999996,0.5239384615,0.0042105263
"Amelia,VA",56172.0,13.175230567,0.3252167061,0.05756433389999999,0.648,1.0,0.0013232982999999998
"Amherst,VA",46497.0,15.353763239000001,0.675826044,0.0615054709,0.33299999999999996,0.6366333879,0.0115776627
"Appomattox,VA",51431.0,18.165304269,0.5606090964,0.0070373071,0.544,1.0,0.0022856351000000003
"Arlington,VA",108635.0,13.571067009,0.9998940408,0.0008396521,0.441,0.0,0.032158984
"Augusta,VA",56784.0,13.456414673,0.5618847458,0.0411847752,0.299,0.664379661,0.0033487820000000002
"Bath,VA",47059.0,15.659955257,1.0,0.0921548935,0.361,1.0,0.0029898803999999996
"Bedford,VA",55708.0,12.094076476,0.5462362146,0.0168125341,0.41200000000000003,0.7843205778,0.0046855363
"Bland,VA",44827.0,9.144947416599999,0.9989742087000001,0.085047705,0.475,1.0,0.0010989011
"Botetourt,VA",68390.0,19.192131226,0.8930252202,0.0842695649,0.44,0.6409738144,0.0044769531
"Brunswick,VA",39433.0,10.7797341,0.2497418837,0.0395068289,0.449,0.7550762876999999,0.0072028812
"Buckingham,VA",42455.0,9.3940817285,0.3522687507,0.044568276500000004,0.573,1.0,0.0037698535
"Campbell,VA",49935.0,14.522746251,0.36355348090000006,0.0395798702,0.289,0.6111374493999999,0.0039241209
"Caroline,VA",55423.0,12.339914620999998,0.4239271326,0.012456701899999999,0.544,0.7840252233,0.0039399964
"Carroll,VA",40390.0,12.784282062,0.47866320479999996,0.0175605887,0.33899999999999997,0.9714399840000001,0.007580031
"Charles City,VA",56907.0,15.625,0.24683020949999998,0.0054767253000000005,0.6409999999999999,1.0,0.0010319917
"Charlotte,VA",38557.0,16.392099008,0.214444621,0.15030230960000002,0.514,1.0,0.0007805047
"Chesterfield,VA",76260.0,8.8177379523,0.7806258617,0.0722255621,0.37799999999999995,0.059288000099999995,0.0216747632
"Clarke,VA",76753.0,18.102067812999998,0.7744050164,0.0028676579,0.508,0.6952401311,0.0036037360999999998
"Craig,VA",48221.0,3.8380349261,0.963583815,0.042826514,0.807,1.0,0.0002007629
"Culpeper,VA",67023.0,10.721799643999999,0.6295272977,0.014158376799999999,0.52,0.6192250851,0.025698128900000002
"Cumberland,VA",42692.0,8.2312995164,0.3490847593,0.2391927986,0.648,0.9600079586,0.0
"Dinwiddie,VA",54805.0,7.5398535114,0.3284525553,0.0761113595,0.486,0.7120817114,0.006287650600000001
"Essex,VA",50033.0,17.070979335,0.3061608824,0.1005285716,0.46299999999999997,0.7727558067,0.0041817145
"Fairfax,VA",115518.0,8.360808731,0.9957882125,0.0177773435,0.488,0.013939759199999999,0.064443915
"Fauquier,VA",91372.0,13.666366199999999,0.607625416,0.0113603429,0.606,0.5749582074,0.0139651729
"Floyd,VA",42670.0,15.33448342,0.40140061520000003,0.1030718082,0.501,1.0,0.0080906149
"Fluvanna,VA",70005.0,8.7669144273,0.7755245027,0.0262733115,0.574,0.629130824,4.0564699999999995e-05
"Franklin,VA",52424.0,10.486278971,0.4519133175,0.0648717003,0.48,0.8923057746999999,0.0048579062
"Frederick,VA",69346.0,9.7356939386,0.7994891769,0.0362861804,0.34600000000000003,0.4477236447,0.0142868205
"Giles,VA",51780.0,12.568829303,0.8347795904,0.0032176155,0.386,0.6628485479999999,0.0046860356
"Gloucester,VA",64296.0,9.6922704143,0.5725487003999999,0.028705657000000002,0.52,0.6462640404,0.00039867870000000004
"Goochland,VA",88815.0,18.424482092,0.7034120734999999,0.0343521606,0.483,0.9699313902,0.0046975089
"Grayson,VA",36113.0,8.1189108169,0.7785360201,0.0935611865,0.397,0.9987767978000001,0.0045517241
"Greene,VA",66170.0,7.3061267091,0.4934521545,0.0,0.506,0.5124164538,0.013804713799999998
"Greensville,VA",41539.0,4.2069835927999994,0.42922486320000003,0.0399159844,0.285,0.8701298701000001,0.0039366556
"Halifax,VA",39859.0,16.227758007000002,0.37581744429999997,0.11195810880000001,0.33799999999999997,0.7708120637,0.0047403256
"Hanover,VA",83405.0,13.852964825,0.8050629362,0.0355218386,0.359,0.39085547200000004,0.0062859436
"Henrico,VA",66524.0,11.532961203,0.9526088586,0.0393689567,0.221,0.0426898203,0.0247165886
"Henry,VA",36703.0,15.612652031,0.3878044727,0.0732582765,0.261,0.6072094698,0.013813825900000002
"Highland,VA",42837.0,36.13369467,0.8112882378,0.3181224409,0.35,1.0,0.0
"Isle of Wight,VA",70982.0,14.319546181,0.6673660335,0.022262859,0.489,0.5738588035000001,0.0030072115000000003
"James City,VA",84035.0,10.116614489,0.9050276828,0.0707603753,0.34,0.1585160202,0.0104191022
"King and Queen,VA",52115.0,9.779267951900001,0.18862491,0.0350581336,0.62,1.0,0.0117855038
"King William,VA",68053.0,11.678652652,0.61079385,0.032856761400000004,0.6829999999999999,0.8321305303000001,0.0064994748
"Lancaster,VA",44941.0,28.271773826,0.6251426565,0.0144337294,0.29,1.0,0.0009478672999999999
"Lee,VA",32466.0,6.4667367229999995,0.3633876578,0.0003257536,0.373,0.9956227772,0.0034559784000000003
"Loudoun,VA",134609.0,6.6555031694,0.9418464287,0.0075963988,0.52,0.1260090102,0.037140046
"Louisa,VA",52671.0,10.693023525,0.3389135222,0.007012178399999999,0.617,1.0,0.0076714523
"Lunenburg,VA",38313.0,16.261484674000002,0.4571008208,0.00018462939999999998,0.419,1.0,0.008629441600000001
"Madison,VA",56774.0,11.420740064,0.5628193568,0.0113846446,0.375,1.0,0.0046141607
"Mathews,VA",59439.0,20.311442112,0.3896190688,0.0,0.479,1.0,0.0010478519000000001
"Mecklenburg,VA",45827.0,13.834818700000001,0.5636019189,0.038709770899999996,0.34299999999999997,0.7781037064,0.0018461952
"Middlesex,VA",49840.0,15.08580049,0.6290719956,0.0024658660999999998,0.40700000000000003,1.0,0.0010628019
"Montgomery,VA",51428.0,11.059568062,0.7722688363,0.0352343463,0.20600000000000002,0.24925841170000002,0.0080959003
"Nelson,VA",54188.0,13.527223537000001,0.5565246338000001,0.031003739,0.5329999999999999,1.0,0.0028928244
"New Kent,VA",84486.0,11.278932915,0.834879809,0.0,0.632,1.0,0.0002636575
"Northampton,VA",39348.0,15.631427396,0.3192348051,0.0040735549,0.251,1.0,0.0181754324
"Northumberland,VA",52957.0,20.438194899000003,0.39781021899999996,0.0095732991,0.273,1.0,0.0014480409
"Nottoway,VA",40514.0,18.503158298,0.6202611493,0.3018117988,0.31,0.5234340503,0.014862856399999999
"Orange,VA",64656.0,10.173802459,0.5403064425,0.0755460717,0.5529999999999999,0.5777903886,0.0141699171
"Page,VA",45834.0,11.379920762000001,0.5624740038,0.014529711899999999,0.42100000000000004,0.8015972049,0.0024323368
"Patrick,VA",38539.0,11.637572735,0.466792861,0.047013334000000004,0.391,1.0,0.0103305785
"Pittsylvania,VA",46192.0,13.988487635,0.19965042670000002,0.0583549492,0.313,0.8562970428,0.006612735400000001
"Powhatan,VA",78047.0,12.486176019,0.785352635,0.015733740700000002,0.6,0.9967553305,0.0022151665
"Prince Edward,VA",41072.0,12.635064482,0.8214652516,0.124695957,0.261,0.6321037316,0.0144763628
"Prince George,VA",66775.0,8.715862870399999,0.5861161652,0.10045189970000001,0.307,0.5340237929,0.0068398682999999995
"Prince William,VA",97549.0,6.2649290159,0.9476520017,0.0335024971,0.619,0.0416614843,0.0599523664
"Pulaski,VA",49554.0,15.728766166,0.8132885983,0.0639623981,0.242,0.4690295939,0.0036315918
"Rappahannock,VA",65278.0,10.843046895999999,0.401600434,0.2056679443,0.505,1.0,0.011218403899999998
"Richmond,VA",45403.0,21.329142344,0.5789928679,0.019910681200000002,0.308,1.0,0.0164377128
"Roanoke,VA",62306.0,12.498808376,0.8746535897,0.0332871041,0.245,0.1854053001,0.0098042515
"Rockbridge,VA",50570.0,11.631028004000001,0.6683552248,0.053939848,0.289,0.9163939570999999,0.0030877192999999997
"Rockingham,VA",57655.0,13.996157419000001,0.7014964489,0.0608187163,0.253,0.5933249468999999,0.0240144871
"Russell,VA",39003.0,8.2463877236,0.4954147489,0.023457686499999998,0.45399999999999996,0.8818562481000001,0.0024103646
"Scott,VA",38612.0,4.9715267107,0.4139017129,0.039768380299999996,0.47,0.8212451999999999,0.0034595604999999997
"Shenandoah,VA",53810.0,15.512850197,0.7215250161,0.0290580447,0.392,0.6658490700999999,0.022139765
"Smyth,VA",40140.0,10.486177312,0.9379346745999999,0.0620404638,0.266,0.7528564332,0.0049032688
"Southampton,VA",49595.0,15.46192501,0.1977382876,0.13796830529999998,0.479,0.979644588,0.0001149359
"Spotsylvania,VA",81065.0,7.204445296,0.7711545218000001,0.0410448321,0.486,0.3232758973,0.015409657299999999
"Stafford,VA",97607.0,5.8449469377,0.7993579454,0.034312594700000004,0.532,0.1975480959,0.0154244203
"Surry,VA",51810.0,13.414815919,0.08982714650000001,0.1032127474,0.632,1.0,0.0
"Sussex,VA",41790.0,17.925736236,0.2791428808,0.18438196010000002,0.502,1.0,0.0093219594
"Tazewell,VA",38992.0,12.820811674000002,0.6464794356,0.0837063796,0.293,0.5188783886,0.0030113167
"Warren,VA",65434.0,13.305017527,0.7884763806,0.031223839399999998,0.5760000000000001,0.504085163,0.0053361793000000005
"Washington,VA",44785.0,11.174003040999999,0.6859100518000001,0.0339549153,0.29,0.7167614258,0.0017828387
"Westmoreland,VA",48983.0,20.420897385,0.4400710439,0.0205901493,0.545,0.788415263,0.012119385
"Wise,VA",33810.0,9.5674505262,0.7721943453,0.036872055099999995,0.258,0.5667036571999999,0.0038797540000000004
"Wythe,VA",47676.0,10.645969985,0.7985975714,0.0173509757,0.29600000000000004,0.7533093894,0.0025957171
"York,VA",87910.0,8.402494214099999,0.8745570084000001,0.0427595407,0.272,0.0609953562,0.015110281299999999
"Bristol city,VA",33659.0,24.502654454,0.8824782731,0.1510425175,0.243,0.00039248669999999996,0.0014551628
"Buena Vista city,VA",38991.0,18.132366274000002,0.972481203,0.5266665429,0.139,0.0389473684,0.0
